"","PLOT_ID","Source","Lat","Lon","Slope","gr_mean","Biom_mean","RS","PWQ","PH","SOC","Basal","CV","Age","Biome","Sink"
"387","Plot387","FIA",36.28,-93.88,-0.99,0.048,0.011,22.48,280,5.5,21.66,0.0015,0.42,49.75,"Temperate",0.037
"388","Plot388","FIA",35.94,-93.53,-2.44,0.15,0.048,21.74,277,4.900000095,23.93,0.0023,0.34,93.75,"Temperate",0.102
"389","Plot389","FIA",37.62,-76.61,-1.61,0.323,0.236,13.65,315,4.800000191,24.1,0.0032,0.36,77.25,"Temperate",0.087
"390","Plot390","FIA",38.05,-77.47,-2.36,0.264,0.017,9.54,295,4.800000191,21.82,0.0027,0.35,83.75,"Temperate",0.247
"391","Plot391","FIA",38.19,-77.3,-1.39,0.499,0.117,9.42,293,4.800000191,21.72,0.0056,0.51,58,"Temperate",0.382
"392","Plot392","FIA",36.57,-76.53,-1.14,0.027,0.044,17.72,381,5,71.2,0.0027,0.34,59.8,"Temperate",-0.017
"393","Plot393","FIA",37.94,-77.63,-1.3,0.281,0.066,9.81,296,6.5,20.3,0.0033,0.42,51.25,"Temperate",0.215
"394","Plot394","FIA",37.93,-77.7,-3.16,0.437,0.037,10.04,296,5.400000095,21.71,0.0034,0.48,71.75,"Temperate",0.4
"395","Plot395","FIA",37.64,-76.72,-1.96,0.307,0.098,13.21,315,4.800000191,27.66,0.002,0.29,44.6,"Temperate",0.209
"396","Plot396","FIA",36.85,-78.38,-1.2,0.072,0.03,7.98,292,6,21.24,0.0023,0.43,83.5,"Temperate",0.042
"397","Plot397","FIA",36.7,-80.13,-1.37,0.153,0.024,11.75,334,5.599999905,23.1,0.0035,0.51,80.75,"Temperate",0.129
"398","Plot398","FIA",37.01,-79.51,-1.03,0.106,0.079,8.94,290,5.599999905,22.88,0.0019,0.38,60.75,"Temperate",0.027
"399","Plot399","FIA",37.52,-79.39,-2.48,0.416,0.034,11.28,287,5.099999905,24.98,0.0034,0.41,94.5,"Temperate",0.382
"400","Plot400","FIA",37.39,-78.58,-1.19,0.211,0.09,10.93,294,5.400000095,22.82,0.0021,0.47,85,"Temperate",0.121
"401","Plot401","FIA",37.62,-78.73,-1.96,0.197,0.061,12.73,303,5.300000191,26.14,0.0014,0.38,101,"Temperate",0.136
"402","Plot402","FIA",36.87,-80.22,-1.25,0.102,0.007,11.67,306,5.099999905,46.37,0.002,0.38,36.25,"Temperate",0.095
"403","Plot403","FIA",37.25,-77.88,-3.26,0.105,0.007,9.32,296,5.400000095,23.54,0.0022,0.39,77,"Temperate",0.098
"404","Plot404","FIA",36.71,-78.79,-1.19,0.137,0.114,9.66,294,7.099999905,21.66,0.0025,0.44,44.25,"Temperate",0.023
"405","Plot405","FIA",36.73,-78.79,-2.61,0.392,0.032,9.46,293,7.099999905,21.28,0.0027,0.35,72.5,"Temperate",0.36
"406","Plot406","FIA",39.26,-77.71,-1.05,0.28,0.191,13.2,288,6,33.76,0.0029,0.45,98.2,"Temperate",0.089
"407","Plot407","FIA",37.84,-79.02,-1.76,0.319,0.055,12.54,297,5.599999905,38.06,0.0034,0.32,62.5,"Temperate",0.264
"408","Plot408","FIA",38.37,-77.72,-3.09,0.37,0.085,10.37,291,5.300000191,25.54,0.0021,0.29,74,"Temperate",0.285
"409","Plot409","FIA",38.52,-77.35,-1.59,0.329,0.126,9.22,275,5,25.46,0.0028,0.51,92.5,"Temperate",0.203
"410","Plot410","FIA",38.65,-77.48,-0.32,0.075,0.457,9.66,268,5,27.4,0.0032,0.51,113.6,"Temperate",-0.382
"411","Plot411","FIA",38.62,-78.31,-0.76,0.013,0.058,13.98,315,5.599999905,50.31,0.0015,0.49,71.75,"Temperate",-0.045
"412","Plot412","FIA",38.74,-78.25,-1.51,0.289,0.116,13.06,293,5.599999905,54.04,0.0022,0.48,72,"Temperate",0.173
"413","Plot413","FIA",38.61,-78.28,-1.1,0.276,0.149,13.4,306,5.599999905,45.78,0.0031,0.48,73.5,"Temperate",0.127
"414","Plot414","FIA",38.21,-77.47,-2.76,0.413,0.028,9.42,291,4.800000191,22.27,0.0035,0.33,38,"Temperate",0.385
"415","Plot415","FIA",38.12,-77.84,-1.86,0.477,0.12,11.09,300,5.300000191,29.59,0.0026,0.33,75.6,"Temperate",0.357
"416","Plot416","FIA",38.32,-77.67,-1.83,0.518,0.094,10.04,291,5.400000095,23.8,0.0035,0.44,76.2,"Temperate",0.424
"417","Plot417","FIA",38.18,-77.5,-2.06,0.347,0.067,9.55,292,5.400000095,22.04,0.0027,0.28,80,"Temperate",0.28
"418","Plot418","FIA",38.08,-77.79,-2.07,0.409,0.037,10.67,300,5.300000191,22.68,0.0025,0.36,85.25,"Temperate",0.372
"419","Plot419","FIA",38.28,-77.68,-2.17,0.419,0.101,10.02,294,6.099999905,19.64,0.003,0.4,58.75,"Temperate",0.318
"420","Plot420","FIA",38.18,-78.61,-1.42,0.077,0,14.78,308,4.800000191,27.77,0.0018,0.44,106.75,"Temperate",0.077
"421","Plot421","FIA",37.85,-78.46,-1.86,0.42,0.052,13.12,312,5.300000191,21.99,0.0029,0.6,68.8,"Temperate",0.368
"422","Plot422","FIA",38.09,-78.61,-1.34,0.352,0.108,14.72,314,5,23.13,0.0027,0.42,101.8,"Temperate",0.244
"423","Plot423","FIA",37.83,-78.61,-1.36,0.222,0.146,13.22,315,5,24.63,0.0028,0.35,54,"Temperate",0.076
"424","Plot424","FIA",38.72,-77.28,-1.49,0.19,0.092,9.85,277,5,23.5,0.0024,0.38,102.5,"Temperate",0.098
"425","Plot425","FIA",38.89,-78.06,-2.06,0.281,0.026,13.12,295,5.099999905,32.53,0.0023,0.43,87,"Temperate",0.255
"426","Plot426","FIA",37.84,-78.18,-3.08,0.425,0.011,11.87,301,6.599999905,23.59,0.0021,0.6,96.75,"Temperate",0.414
"427","Plot427","FIA",37.9,-78.36,-1.63,0.248,0.049,12.96,310,5.300000191,21.43,0.0023,0.38,61,"Temperate",0.199
"428","Plot428","FIA",37.78,-77.99,-2.16,0.607,0.149,10.94,296,7,22.65,0.003,0.31,66.8,"Temperate",0.458
"429","Plot429","FIA",37.72,-77.91,-1.38,0.45,0.238,10.49,293,5.099999905,21.86,0.0028,0.24,53.5,"Temperate",0.212
"430","Plot430","FIA",37.67,-77.79,-2.45,0.395,0.086,10.12,292,5.099999905,20.84,0.0026,0.49,68.25,"Temperate",0.309
"431","Plot431","FIA",37.81,-78,-2.57,0.407,0.038,10.85,298,7,23.11,0.0025,0.36,79.5,"Temperate",0.369
"432","Plot432","FIA",38.28,-78.56,-1.82,0.112,0.004,14.68,304,5.599999905,35.11,0.0019,0.46,93.8,"Temperate",0.108
"433","Plot433","FIA",37.62,-79.39,-1.87,0.307,0.062,10.66,290,5,41.52,0.0023,0.44,97.75,"Temperate",0.245
"434","Plot434","FIA",38.6,-78.38,-1.35,0.152,0.08,14.64,332,5.599999905,66.98,0.0021,0.67,95.5,"Temperate",0.072
"435","Plot435","FIA",38.41,-79.3,-1.02,0.135,0.121,10.88,287,5,59.67,0.0026,0.33,107,"Temperate",0.014
"436","Plot436","FIA",38.4,-79.14,-2.58,0.379,0.079,13.83,274,5,39.98,0.0023,0.33,87.5,"Temperate",0.3
"437","Plot437","FIA",38.19,-79.31,-1.32,0.089,0.044,10.56,303,6,63.77,0.002,0.24,80.25,"Temperate",0.045
"438","Plot438","FIA",37.82,-79.55,-1.44,0.172,0.021,10.42,290,6.199999809,45.86,0.0034,0.43,60.25,"Temperate",0.151
"439","Plot439","FIA",37.91,-79.44,-2.82,0.408,0.064,11.88,282,6.199999809,33.69,0.0023,0.37,76,"Temperate",0.344
"440","Plot440","FIA",37.66,-79.36,-1.87,0.092,0.02,10.56,298,5,38.72,0.0027,0.31,97.2,"Temperate",0.072
"441","Plot441","FIA",37.73,-79.64,-1.92,0.298,0.065,11.02,285,5,41.97,0.0018,0.31,57,"Temperate",0.233
"442","Plot442","FIA",37.76,-79.33,-2.01,0.197,0.058,11.1,286,5,32.03,0.0023,0.31,92.25,"Temperate",0.139
"443","Plot443","FIA",38.63,-79.02,-3.33,0.213,0.028,16.31,269,5.099999905,36.76,0.002,0.38,83,"Temperate",0.185
"444","Plot444","FIA",38.38,-78.55,-2.73,0.564,0.112,14.13,302,5.599999905,41.44,0.0035,0.6,101.25,"Temperate",0.452
"445","Plot445","FIA",38.61,-79.12,-2.82,0.5,0.095,13.01,286,5,54.08,0.0037,0.46,104.75,"Temperate",0.405
"446","Plot446","FIA",38.41,-78.78,-2.68,0.269,0.007,15.47,283,5,32.23,0.0023,0.41,82.5,"Temperate",0.262
"447","Plot447","FIA",37.87,-79.71,-1.55,0.196,0.071,12.49,277,5.900000095,35.26,0.0024,0.3,89.6,"Temperate",0.125
"448","Plot448","FIA",38.08,-79.71,-2.48,0.507,0.063,11.04,282,5,39.29,0.0031,0.43,79,"Temperate",0.444
"449","Plot449","FIA",38.09,-79.53,-2.69,0.57,0.056,10.99,283,5,42.82,0.0027,0.4,64.2,"Temperate",0.514
"450","Plot450","FIA",37.97,-79.76,-2.1,0.296,0.064,11.48,281,5,40.57,0.0026,0.39,75.5,"Temperate",0.232
"451","Plot451","FIA",38.01,-79.82,-2.53,0.222,0.061,10.07,293,5,43.2,0.0036,0.5,79,"Temperate",0.161
"452","Plot452","FIA",38.21,-79.73,-2.79,0.337,0.086,10,287,4.900000095,47.15,0.0032,0.39,85.2,"Temperate",0.251
"453","Plot453","FIA",38.11,-79.77,-1.85,0.41,0.135,10.07,290,5,44.72,0.0041,0.45,88.8,"Temperate",0.275
"454","Plot454","FIA",37.9,-79.88,-2.02,0.631,0.112,9.24,305,6.099999905,50.52,0.0034,0.31,58,"Temperate",0.519
"455","Plot455","FIA",38.19,-79.67,-2.42,0.411,0.065,9.05,296,5,54.01,0.003,0.33,110.5,"Temperate",0.346
"456","Plot456","FIA",38.06,-79.55,-3.33,0.305,0.019,10.87,284,5,43.53,0.0026,0.29,74.5,"Temperate",0.286
"457","Plot457","FIA",37.78,-79.81,-1.3,0.073,0.051,12.97,275,6.099999905,33.14,0.0017,0.31,74,"Temperate",0.022
"458","Plot458","FIA",37.67,-79.87,-2.95,0.312,0.053,13.64,275,5.599999905,30.45,0.0027,0.24,69.25,"Temperate",0.259
"459","Plot459","FIA",37.68,-79.74,-3.95,0.451,0.044,11.32,284,5,34.5,0.003,0.34,67,"Temperate",0.407
"460","Plot460","FIA",37.44,-80.42,-1.18,0.142,0.11,13.18,272,7.800000191,41.4,0.0026,0.26,67.8,"Temperate",0.032
"461","Plot461","FIA",37.46,-80.06,-1.64,0.238,0.09,12.33,278,6.400000095,31.77,0.0022,0.27,76.25,"Temperate",0.148
"462","Plot462","FIA",37.79,-79.97,-2.26,0.301,0.045,12.7,274,5,32.07,0.0026,0.36,82,"Temperate",0.256
"463","Plot463","FIA",39.18,-78.37,-1.69,0.224,0.022,14.45,279,5,41.55,0.0026,0.46,68.5,"Temperate",0.202
"464","Plot464","FIA",39.39,-78.25,-1.88,0.288,0.062,14.63,272,5.099999905,30.61,0.0022,0.37,74,"Temperate",0.226
"465","Plot465","FIA",39.08,-78.45,-2.04,0.421,0.15,15.37,272,5.300000191,28.21,0.0021,0.33,54.2,"Temperate",0.271
"466","Plot466","FIA",38.28,-79.44,-2.69,0.629,0.095,11.85,276,5.099999905,44.11,0.0035,0.4,45.5,"Temperate",0.534
"467","Plot467","FIA",36.66,-83.47,-1.54,0.384,0.101,12.15,345,5.199999809,43.71,0.0037,0.34,77.8,"Temperate",0.283
"468","Plot468","FIA",36.61,-83.28,-0.55,0.016,0.186,12.29,322,6.599999905,27.92,0.0021,0.47,77.25,"Temperate",-0.17
"469","Plot469","FIA",36.65,-83.17,-3.09,0.206,0.025,11.86,317,6.599999905,26.28,0.0025,0.4,87,"Temperate",0.181
"470","Plot470","FIA",37.26,-80.25,-2.01,0.662,0.077,12.78,280,5.699999809,28,0.003,0.42,79,"Temperate",0.585
"471","Plot471","FIA",37.3,-80.36,-2.79,0.335,0.06,12,276,5.099999905,40.69,0.0028,0.44,70.6,"Temperate",0.275
"472","Plot472","FIA",36.71,-82.51,-2.18,0.309,0.052,12.22,302,5.400000095,27.78,0.0031,0.39,111.6,"Temperate",0.257
"473","Plot473","FIA",36.87,-82.45,-2.22,0.597,0.047,12.49,317,5.199999809,33.13,0.0039,0.42,88.6,"Temperate",0.55
"474","Plot474","FIA",36.67,-82.87,-2.61,0.391,0.066,11.42,307,5.400000095,26.14,0.0035,0.44,52.75,"Temperate",0.325
"475","Plot475","FIA",36.73,-81.55,-1.42,0.554,0.096,11.12,322,4.900000095,40.91,0.0038,0.52,102.2,"Temperate",0.458
"476","Plot476","FIA",37.17,-81.36,-2.9,0.565,0.067,13.11,305,5.400000095,45.04,0.0028,0.29,81.25,"Temperate",0.498
"477","Plot477","FIA",37,-81.72,-2.07,0.563,0.04,12.01,328,5,53.69,0.0037,0.52,83.8,"Temperate",0.523
"478","Plot478","FIA",37.18,-81.74,-2.25,0.196,0.03,12.44,317,5.300000191,39.72,0.0034,0.36,73.25,"Temperate",0.166
"479","Plot479","FIA",37.07,-81.39,-2.27,0.293,0.033,12.64,309,5.400000095,49.67,0.0019,0.4,57.2,"Temperate",0.26
"480","Plot480","FIA",36.65,-81.72,-1.11,0.156,0.097,11.23,326,4.900000095,42.1,0.0031,0.3,87.5,"Temperate",0.059
"481","Plot481","FIA",36.88,-81.89,-2.15,0.593,0.059,12.21,321,5,44.65,0.0032,0.42,65.25,"Temperate",0.534
"482","Plot482","FIA",36.64,-82.16,-2.45,0.302,0.039,12.51,315,5.400000095,25.83,0.0032,0.46,78.75,"Temperate",0.263
"483","Plot483","FIA",36.78,-81.24,-2.54,0.367,0.025,11.78,298,4.900000095,39.35,0.003,0.56,85.2,"Temperate",0.342
"484","Plot484","FIA",37.15,-81.3,-1.25,0.568,0.295,13.66,292,5.099999905,44.13,0.0045,0.45,89,"Temperate",0.273
"485","Plot485","FIA",37,-81.41,-1.12,0.273,0.108,12.99,303,5.099999905,44.44,0.003,0.45,81.6,"Temperate",0.165
"486","Plot486","FIA",37.31,-81.88,-2.12,0.394,0.038,12.29,324,5.199999809,32.54,0.0029,0.43,102.5,"Temperate",0.356
"487","Plot487","FIA",37.31,-80.91,-1.62,0.202,0.029,13.24,278,5,49.17,0.0025,0.39,68,"Temperate",0.173
"488","Plot488","FIA",37.28,-80.59,-2.97,0.269,0.075,12.67,272,7.900000095,41.92,0.0039,0.49,82.25,"Temperate",0.194
"489","Plot489","FIA",37.24,-80.91,-3.22,0.411,0.017,13.5,276,5,48.59,0.0029,0.27,69.5,"Temperate",0.394
"490","Plot490","FIA",36.73,-81.34,-2.18,0.609,0.014,10.65,323,5.199999809,49.55,0.0048,0.46,100.25,"Temperate",0.595
"491","Plot491","FIA",36.7,-81.42,-2.73,0.48,0.07,10.79,316,5,35.27,0.0029,0.38,43,"Temperate",0.41
"492","Plot492","FIA",36.71,-81.26,-1.69,0.208,0.039,11.42,307,5.099999905,36.54,0.0022,0.37,72,"Temperate",0.169
"493","Plot493","Can",53.03,-115.2,-0.84,0.295,0.336,71.26,299,5.199999809,35.28,0.0056,0.43,142.2,"Boreal",-0.041
"494","Plot494","Can",53.3,-115.4,-1.53,0.147,0.113,70.2,305,5.5,35.63,0.0046,0.6,162.4,"Boreal",0.034
"495","Plot495","Can",55.1,-114.8,-0.9,0.148,0.199,69.2,282,5.400000095,49.39,0.0055,0.35,176,"Boreal",-0.051
"496","Plot496","USA",46.8,-121.7,-2.7,0.4,0.145,59.05,220,7.300000191,77.84,0.0096,0.5,NA,"Temperate",0.255
"497","Plot497","Amazon",-3.7,-70.3,-0.79,0.741,0.927,23.13,652,4.400000095,37.26,NA,NA,NA,"Tropical",-0.186
"498","Plot498","Amazon",-4,-73.4,-2.16,0.675,0.503,21.93,709,5.300000191,30.51,NA,NA,NA,"Tropical",0.172
"499","Plot499","Hans",48.59,21.15,-3.08,1.19,0.273,41.18,230,5.599999905,23.68,0.0051,0.24,34.36,"Temperate",0.917
"500","Plot500","Hans",48.59,21.15,-2.41,1.235,0.253,41.18,230,5.599999905,23.68,0.0058,0.24,34.12,"Temperate",0.982
"501","Plot501","USA",46.8,-121.7,-1.11,0.235,0.224,59.05,220,7.300000191,77.84,0.0078,0.38,NA,"Temperate",0.011
"502","Plot502","ICP",47.48,13.42,-0.49,0.173,0.439,37.69,520,5,80.48,0.0049,0.43,NA,"Temperate",-0.266
"503","Plot503","ICP",47.05,14.1,-1.38,0.218,0.066,27.05,553,5,51.97,0.0045,0.34,NA,"Temperate",0.152
"504","Plot504","ICP",47.32,12.4,-1.83,0.792,0.229,39.37,452,4.5,56.21,0.0067,0.3,NA,"Temperate",0.563
"505","Plot505","ICP",47.37,11.88,-2.71,0.329,0.043,38.34,459,5,57.61,0.0043,0.38,NA,"Temperate",0.286
"506","Plot506","ICP",47.48,9.98,-0.87,0.368,0.303,24.2,542,5,64.8,0.006,0.44,NA,"Temperate",0.065
"507","Plot507","ICP",46.73,14.5,-1.3,0.408,0.199,31.55,427,5,43.83,0.0039,0.37,NA,"Temperate",0.209
"508","Plot508","ICP",46.72,13.67,-0.45,0.127,0.347,29.21,428,6.199999809,45.69,0.0049,0.46,NA,"Temperate",-0.22
"509","Plot509","ICP",47.63,16.13,-2.57,0.519,0.051,36.76,274,5,34.25,0.0042,0.41,NA,"Temperate",0.468
"510","Plot510","Amazon",7.5,-71,-1.83,0.558,0.203,67.98,221,6.5,21.42,NA,NA,NA,"Tropical",0.355
"511","Plot511","Amazon",7.5,-71,-2.63,0.43,0.139,67.98,221,6.5,21.42,NA,NA,NA,"Tropical",0.291
"512","Plot512","Amazon",-2.4,-59.9,-2.34,0.45,0.325,39.09,420,3.5,25.64,NA,NA,NA,"Tropical",0.125
"513","Plot513","Amazon",-2.4,-59.9,-2.25,0.519,0.414,39.09,420,3.5,25.64,NA,NA,NA,"Tropical",0.105
"514","Plot514","Amazon",-2.6,-60.2,-3.75,0.488,0.245,41.86,409,3.5,30.53,NA,NA,NA,"Tropical",0.243
"515","Plot515","Hans",48.45,22.84,-1.27,0.318,0.272,22.33,296,5.599999905,38.51,0.0028,0.31,73.32,"Temperate",0.046
"516","Plot516","Hans",48.42,22.91,-1.9,0.428,0.112,22.03,340,5.599999905,45.72,0.0041,0.25,49.16,"Temperate",0.316
"517","Plot517","Hans",48.42,22.91,-1.59,0.327,0.139,22.03,340,5.599999905,45.72,0.0033,0.27,49.09,"Temperate",0.188
"518","Plot518","Hans",48.51,22.54,-3.06,0.257,0.035,23.03,255,5.900000095,28.11,0.0032,0.22,93.23,"Temperate",0.222
"519","Plot519","Can",54.32,-116.26,-0.75,0.263,0.348,64.69,282,5.699999809,45.66,0.0025,0.42,103.25,"Boreal",-0.085
"520","Plot520","Can",54.32,-116.26,-0.34,0.361,0.429,64.69,282,5.699999809,45.66,0.0029,0.4,103.25,"Boreal",-0.068
"521","Plot521","Can",54.32,-116.26,-0.79,0.286,0.28,64.69,282,5.699999809,45.66,0.0026,0.39,103.25,"Boreal",0.00599999999999995
"522","Plot522","Can",52.38,-115.44,-1.69,0.277,0.153,68.36,302,5.900000095,39.71,0.0028,0.22,88.44,"Boreal",0.124
"523","Plot523","Can",52.79,-116.62,-1.75,0.194,0.125,59.17,285,5.400000095,40.49,0.0033,0.25,78.8,"Boreal",0.069
"524","Plot524","Can",52.79,-116.62,-1.24,0.202,0.155,59.17,285,5.400000095,40.49,0.0034,0.22,78.8,"Boreal",0.047
"525","Plot525","Can",52.79,-116.62,-2.03,0.148,0.054,59.17,285,5.400000095,40.49,0.0034,0.24,78.8,"Boreal",0.094
"526","Plot526","Can",52.79,-116.62,-2.39,0.176,0.066,59.17,285,5.400000095,40.49,0.0035,0.23,78.8,"Boreal",0.11
"527","Plot527","Can",52.77,-116.59,-3.68,0.174,0.054,58.01,289,5.400000095,40.85,0.0027,0.18,85.62,"Boreal",0.12
"528","Plot528","Can",52.77,-116.59,-3.82,0.189,0.077,58.01,289,5.400000095,40.85,0.0027,0.21,85.62,"Boreal",0.112
"529","Plot529","Can",52.76,-116.57,-1.92,0.161,0.08,59.61,288,5.400000095,46.28,0.0035,0.38,124.82,"Boreal",0.081
"530","Plot530","Can",52.76,-116.57,-1.79,0.16,0.088,59.61,288,5.400000095,46.28,0.0039,0.36,124.82,"Boreal",0.072
"531","Plot531","Can",52.76,-116.57,-1.42,0.157,0.105,59.61,288,5.400000095,46.28,0.0035,0.36,124.82,"Boreal",0.052
"532","Plot532","Can",52.75,-116.52,-1.95,0.132,0.074,62.74,282,5.400000095,48.36,0.0031,0.23,86.62,"Boreal",0.058
"533","Plot533","Can",52.75,-116.52,-1.74,0.123,0.085,62.74,282,5.400000095,48.36,0.003,0.26,86.62,"Boreal",0.038
"534","Plot534","Can",52.74,-116.51,-0.83,0.147,0.189,61.54,285,5.400000095,44.25,0.0032,0.23,88.56,"Boreal",-0.042
"535","Plot535","Can",52.74,-116.51,-1.63,0.152,0.107,61.54,285,5.400000095,44.25,0.003,0.23,88.56,"Boreal",0.045
"536","Plot536","Can",52.72,-116.49,-1.07,0.134,0.128,59.62,290,5.400000095,46.3,0.0033,0.2,88.22,"Boreal",0.00600000000000001
"537","Plot537","Can",52.72,-116.49,-1.5,0.18,0.115,59.62,290,5.400000095,46.3,0.0035,0.21,88.22,"Boreal",0.065
"538","Plot538","Can",52.72,-116.49,-1.61,0.176,0.109,59.62,290,5.400000095,46.3,0.0034,0.19,88.22,"Boreal",0.067
"539","Plot539","Can",52.72,-116.49,-0.91,0.203,0.23,59.62,290,5.400000095,46.3,0.0038,0.2,88.22,"Boreal",-0.027
"540","Plot540","Can",52.69,-116.43,-1.1,0.139,0.135,63.37,284,5.400000095,49.24,0.0037,0.31,122.44,"Boreal",0.004
"541","Plot541","Can",52.69,-116.43,-0.65,0.136,0.162,63.37,284,5.400000095,49.24,0.0038,0.25,122.44,"Boreal",-0.026
"542","Plot542","Can",52.69,-116.43,-0.97,0.158,0.125,63.37,284,5.400000095,49.24,0.0039,0.3,122.44,"Boreal",0.033
"543","Plot543","Can",52.69,-116.43,-0.7,0.132,0.166,63.37,284,5.400000095,49.24,0.0038,0.27,118.98,"Boreal",-0.034
"544","Plot544","Can",52.68,-116.43,-1.17,0.226,0.168,58.53,291,5.400000095,48.8,0.0047,0.36,138.97,"Boreal",0.058
"545","Plot545","Can",52.68,-116.43,-0.77,0.169,0.224,58.53,291,5.400000095,48.8,0.0036,0.38,138.97,"Boreal",-0.055
"546","Plot546","Can",52.68,-116.43,-1.15,0.193,0.139,58.53,291,5.400000095,48.8,0.0044,0.33,138.97,"Boreal",0.054
"547","Plot547","Can",52.68,-116.43,-1.02,0.18,0.148,58.53,291,5.400000095,48.8,0.0042,0.32,138.97,"Boreal",0.032
"548","Plot548","Can",54.33,-116.07,-1.28,0.224,0.31,64.99,286,5.699999809,42.79,0.0027,0.44,85.74,"Boreal",-0.086
"549","Plot549","Can",52.31,-100.71,-2.78,0.305,0.043,50.41,257,6.599999905,96.43,0.0026,0.3,36.11,"Boreal",0.262
"550","Plot550","Can",48.77,-55.73,-2.3,0.16,0.017,9.92,288,3.900000095,65.04,0.0039,0.46,53.2,"Temperate",0.143
"551","Plot551","Can",54.33,-116.07,-1.39,0.235,0.268,64.99,286,5.699999809,42.79,0.0033,0.36,85.74,"Boreal",-0.033
"552","Plot552","Can",54.33,-116.07,-1.21,0.23,0.203,64.99,286,5.699999809,42.79,0.0039,0.32,85.74,"Boreal",0.027
"553","Plot553","Can",52.57,-116.28,-0.95,0.199,0.173,61.34,288,5.400000095,44.15,0.0042,0.3,92.1,"Boreal",0.026
"554","Plot554","Can",52.57,-116.28,-0.82,0.205,0.224,61.34,288,5.400000095,44.15,0.0051,0.32,92.1,"Boreal",-0.019
"555","Plot555","Can",52.57,-116.28,-1.85,0.191,0.093,61.34,288,5.400000095,44.15,0.0044,0.31,92.1,"Boreal",0.098
"556","Plot556","Can",52.57,-116.28,-0.86,0.182,0.203,62.07,286,5.400000095,41.56,0.0032,0.33,98.6,"Boreal",-0.021
"557","Plot557","Can",52.57,-116.28,-0.58,0.159,0.294,62.07,286,5.400000095,41.56,0.0037,0.31,98.6,"Boreal",-0.135
"558","Plot558","Can",52.57,-116.28,-1.95,0.217,0.058,62.07,286,5.400000095,41.56,0.0044,0.35,98.6,"Boreal",0.159
"559","Plot559","Can",52.57,-116.28,-1.74,0.228,0.106,62.07,286,5.400000095,41.56,0.0051,0.29,98.6,"Boreal",0.122
"560","Plot560","Can",52.56,-116.26,-0.88,0.17,0.208,60.44,288,5.400000095,40.09,0.0053,0.26,104.27,"Boreal",-0.038
"561","Plot561","Can",52.56,-116.26,-1.56,0.197,0.111,60.44,288,5.400000095,40.09,0.0055,0.3,104.27,"Boreal",0.086
"562","Plot562","Can",52.56,-116.26,-0.67,0.183,0.293,60.44,288,5.400000095,40.09,0.0042,0.33,104.27,"Boreal",-0.11
"563","Plot563","Can",52.56,-116.26,-1.44,0.176,0.101,60.44,288,5.400000095,40.09,0.0043,0.3,104.27,"Boreal",0.075
"564","Plot564","Can",52.56,-116.25,-2.15,0.19,0.088,60.86,286,5.400000095,42.72,0.0034,0.33,97.35,"Boreal",0.102
"565","Plot565","Can",52.56,-116.25,-2.18,0.203,0.093,60.86,286,5.400000095,42.72,0.004,0.33,97.35,"Boreal",0.11
"566","Plot566","Can",52.56,-116.25,-2.21,0.172,0.077,60.86,286,5.400000095,42.72,0.0032,0.29,97.35,"Boreal",0.095
"567","Plot567","Can",52.45,-116.18,-0.68,0.185,0.232,64.29,274,5.099999905,45.41,0.0039,0.24,112.69,"Boreal",-0.047
"568","Plot568","Can",52.45,-116.18,-0.53,0.171,0.218,64.29,274,5.099999905,45.41,0.0038,0.28,112.69,"Boreal",-0.047
"569","Plot569","Can",52.45,-116.18,-0.47,0.162,0.3,64.29,274,5.099999905,45.41,0.004,0.24,112.69,"Boreal",-0.138
"570","Plot570","Can",52.45,-116.18,-0.81,0.196,0.191,64.29,274,5.099999905,45.41,0.0046,0.24,112.69,"Boreal",0.005
"571","Plot571","Can",52.44,-116.18,-0.46,0.216,0.284,64,275,5.099999905,46.4,0.004,0.37,195.93,"Boreal",-0.068
"572","Plot572","Can",52.44,-116.18,-1.82,0.187,0.118,64,275,5.099999905,46.4,0.0037,0.36,195.93,"Boreal",0.069
"573","Plot573","Can",52.44,-116.18,-2.49,0.204,0.094,64,275,5.099999905,46.4,0.0042,0.41,195.93,"Boreal",0.11
"574","Plot574","Can",52.47,-116.14,-1.55,0.217,0.224,63.93,279,5.099999905,38.99,0.0037,0.48,138.33,"Boreal",-0.00700000000000001
"575","Plot575","Can",54.34,-116.07,-0.91,0.188,0.244,65.58,289,5.699999809,42.57,0.0035,0.38,103.59,"Boreal",-0.056
"576","Plot576","Can",52.85,-101.06,-1.36,0.237,0.232,53.06,249,6.699999809,119.97,0.0025,0.57,56.88,"Boreal",0.00499999999999998
"577","Plot577","Can",54.34,-116.07,-1.02,0.224,0.263,65.58,289,5.699999809,42.57,0.004,0.31,103.59,"Boreal",-0.039
"578","Plot578","Can",52.78,-100.95,-1.06,0.224,0.214,51.68,252,6.699999809,77.2,0.0026,0.92,52.98,"Boreal",0.01
"579","Plot579","Can",52.81,-101,-1.04,0.194,0.207,51.48,253,6.699999809,103.25,0.0023,0.54,58.2,"Boreal",-0.013
"580","Plot580","Can",52.85,-101.07,-1.94,0.284,0.085,53.36,251,6.699999809,109.81,0.0039,0.43,54.4,"Boreal",0.199
"581","Plot581","Can",54.34,-116.07,-0.56,0.196,0.4,65.58,289,5.699999809,42.57,0.0031,0.37,103.59,"Boreal",-0.204
