"","PLOT_ID","Source","Lat","Lon","Slope","gr_mean","Biom_mean","RS","PWQ","PH","SOC","Basal","CV","Age","Biome","Sink"
"1","Plot1","FIA",31.52,-88.05,-3.53,0.435,0.023,19.93,391,5.199999809,19.68,0.0041,0.47,97.5,"Temperate",0.412
"2","Plot2","FIA",30.87,-87.73,-1.4,0.394,0.012,20.02,508,5.699999809,40.66,0.0038,0.37,58.75,"Temperate",0.382
"3","Plot3","FIA",31.01,-87.94,-1.53,0.263,0.059,18.73,466,5.300000191,61.59,0.0024,0.45,59.25,"Temperate",0.204
"4","Plot4","FIA",31.15,-86.65,-1.45,0.173,0.013,19.15,455,5.099999905,21.32,0.0011,0.36,60.75,"Temperate",0.16
"5","Plot5","FIA",32.3,-88.31,-2,0.658,0.054,21.4,344,5.199999809,19.54,0.0026,0.27,55,"Temperate",0.604
"6","Plot6","FIA",31.99,-88.1,-2.14,0.615,0.127,21.64,352,5.099999905,29.63,0.004,0.34,54.5,"Temperate",0.488
"7","Plot7","FIA",31.95,-88.11,-1.07,0.14,0.024,21.57,353,5.099999905,32.88,0.0017,0.34,43.25,"Temperate",0.116
"8","Plot8","FIA",31.65,-87.8,-1.43,0.489,0.027,21.39,382,5.5,18.89,0.0028,0.41,59.75,"Temperate",0.462
"9","Plot9","FIA",31.54,-86.98,-0.68,0.383,0.289,21.34,407,5.199999809,19.2,0.003,0.43,57,"Temperate",0.094
"10","Plot10","FIA",31.55,-87.49,-3.8,0.296,0.004,20.6,377,5.199999809,23.33,0.0038,0.47,57.75,"Temperate",0.292
"11","Plot11","FIA",31.94,-85.87,-2.98,0.409,0.033,20.85,355,4.900000095,18.72,0.0026,0.49,44,"Temperate",0.376
"12","Plot12","FIA",32.17,-85.98,-2.05,0.265,0.048,20.72,343,5,19.49,0.002,0.34,49.75,"Temperate",0.217
"13","Plot13","FIA",32.26,-85.88,-2.77,0.35,0.004,21.27,340,5.099999905,21.1,0.0023,0.41,76.5,"Temperate",0.346
"14","Plot14","FIA",32.27,-85.15,-2.33,0.248,0.046,21.8,337,6.599999905,22.4,0.0028,0.45,42,"Temperate",0.202
"15","Plot15","FIA",33.09,-85.83,-3.11,0.333,0.017,20.87,343,5.400000095,23.57,0.0022,0.39,56.75,"Temperate",0.316
"16","Plot16","FIA",32.52,-85.98,-1.99,0.813,0.102,22.42,343,5.099999905,20.36,0.0045,0.3,106.5,"Temperate",0.711
"17","Plot17","FIA",30.99,-85.97,-2.02,0.178,0.013,19.41,433,5.199999809,34.62,0.0031,0.64,71.25,"Temperate",0.165
"18","Plot18","FIA",33.07,-87.55,-0.89,0.14,0.083,17.35,339,4.900000095,22.13,0.0028,0.41,83.75,"Temperate",0.057
"19","Plot19","FIA",33.9,-87.87,-1.19,0.115,0.016,20.29,317,5.300000191,20.17,0.0031,0.3,48.75,"Temperate",0.099
"20","Plot20","FIA",33.27,-86.35,-2.09,0.334,0.025,19.69,329,5.199999809,19.69,0.002,0.45,66.25,"Temperate",0.309
"21","Plot21","FIA",33.9,-87.42,-2.06,0.12,0.028,19.41,328,5.099999905,21.61,0.002,0.36,68,"Temperate",0.092
"22","Plot22","FIA",34.08,-87.45,-1.72,0.331,0.118,18.77,326,5.300000191,24.75,0.0023,0.44,57,"Temperate",0.213
"23","Plot23","FIA",34.01,-85.54,-0.93,0.1,0.074,19.17,324,7,21.17,0.0016,0.32,61.75,"Temperate",0.026
"24","Plot24","FIA",33.65,-85.6,-1.63,0.026,0.021,19.37,323,5,21.66,0.0024,0.44,81.25,"Temperate",0.005
"25","Plot25","FIA",33.83,-85.5,-1.22,0.222,0.086,18.88,329,5.300000191,23.12,0.0022,0.33,61.5,"Temperate",0.136
"26","Plot26","FIA",32.96,-86.13,-1.48,0.163,0.057,21.52,350,7.199999809,23.35,0.0017,0.38,52,"Temperate",0.106
"27","Plot27","FIA",32.87,-86.45,-3.53,0.312,0.034,21.47,336,5.300000191,27.55,0.0019,0.41,61.75,"Temperate",0.278
"28","Plot28","FIA",34.1,-86.29,-0.83,0.003,0.061,19.78,322,4.900000095,24.33,0.0023,0.43,111.75,"Temperate",-0.058
"29","Plot29","FIA",34.5,-86.76,-3.26,0.791,0.054,18.89,313,5.199999809,18.54,0.0026,0.29,59,"Temperate",0.737
"30","Plot30","FIA",34.41,-86.77,-3.5,0.36,0.025,18.69,313,5.199999809,26.5,0.0027,0.4,94,"Temperate",0.335
"31","Plot31","FIA",34.78,-88.03,-0.77,0.058,0.095,19.49,302,6.699999809,23.4,0.0022,0.46,105,"Temperate",-0.037
"32","Plot32","FIA",34.69,-87.93,-2.87,0.393,0.024,19.18,307,7.400000095,21.79,0.0022,0.38,49,"Temperate",0.369
"33","Plot33","FIA",34.41,-85.71,-3.5,0.485,0.016,18.05,326,6.099999905,25.82,0.002,0.46,85.75,"Temperate",0.469
"34","Plot34","FIA",34.75,-86.01,-2.27,0.167,0.02,17.35,312,5.199999809,21.93,0.0021,0.3,58,"Temperate",0.147
"35","Plot35","FIA",34.72,-86.27,-1.15,0.42,0.053,17.55,319,5.199999809,31.55,0.0025,0.45,70.75,"Temperate",0.367
"36","Plot36","FIA",34.94,-86.06,-3.76,0.257,0.034,16.71,331,5.400000095,29.03,0.0013,0.3,67,"Temperate",0.223
"37","Plot37","FIA",34.84,-85.91,-1.58,0.202,0.093,17.14,324,5.400000095,30.26,0.0018,0.37,85,"Temperate",0.109
"38","Plot38","FIA",34.65,-86.38,-2.33,0.221,0.019,18.08,318,6.099999905,34.25,0.0022,0.44,65.5,"Temperate",0.202
"39","Plot39","FIA",34.57,-86.29,-2.38,0.308,0.027,18.75,304,5.199999809,28.13,0.0027,0.39,99,"Temperate",0.281
"40","Plot40","FIA",32.66,-82.29,-1.81,0.378,0.128,22.12,360,5.900000095,22.38,0.003,0.42,80.4,"Temperate",0.25
"41","Plot41","FIA",32.7,-82.38,-1.3,0.275,0.016,21.9,357,5,20.81,0.0026,0.41,43.25,"Temperate",0.259
"42","Plot42","FIA",32.27,-82.85,-1.67,0.289,0.019,21.66,337,5,19.33,0.0052,0.57,86.75,"Temperate",0.27
"43","Plot43","FIA",32,-82.57,-2.24,0.619,0.053,25.78,367,5.5,29.43,0.0021,0.53,63.75,"Temperate",0.566
"44","Plot44","FIA",31.28,-82.07,-1.65,0.776,0.316,35.23,497,5,46.14,0.0047,0.41,75.25,"Temperate",0.46
"45","Plot45","FIA",32.1,-81.73,-2.7,0.422,0.287,28.01,419,5.099999905,24.96,0.0029,0.45,90.4,"Temperate",0.135
"46","Plot46","FIA",30.88,-81.44,-0.94,0.127,0.205,35.14,440,7.300000191,60.81,0.0021,0.6,77.5,"Temperate",-0.078
"47","Plot47","FIA",30.78,-82.13,-1.81,0.378,0.068,36.84,513,5.199999809,44.41,0.0079,0.58,84.25,"Temperate",0.31
"48","Plot48","FIA",30.83,-82.14,-0.97,0.166,0.088,35.85,509,5.199999809,48.42,0.0045,0.31,62.5,"Temperate",0.078
"49","Plot49","FIA",31.97,-83.29,-1.39,0.064,0.172,23.3,353,4.900000095,19.4,0.0034,0.42,121.2,"Temperate",-0.108
"50","Plot50","FIA",31.9,-83.24,-1,0.105,0.118,23.77,358,5,22.11,0.007,0.24,109.2,"Temperate",-0.013
"51","Plot51","FIA",32.81,-84.9,-2.23,0.408,0.058,21.72,329,5.599999905,22.74,0.0025,0.29,51,"Temperate",0.35
"52","Plot52","FIA",32.56,-83.56,-1.16,0.152,0.054,20.59,309,5.5,24.47,0.0036,0.46,92.4,"Temperate",0.098
"53","Plot53","FIA",33.21,-83.56,-1.81,0.07,0.029,18.58,305,5.599999905,21.15,0.0017,0.47,73.5,"Temperate",0.041
"54","Plot54","FIA",32.93,-82.52,-1.36,0.061,0.071,19.56,335,5.5,33.32,0.0047,0.52,106.2,"Temperate",-0.01
"55","Plot55","FIA",33.9,-82.53,-1.91,0.296,0.101,15.4,303,5.599999905,20.68,0.0021,0.38,68,"Temperate",0.195
"56","Plot56","FIA",32.35,-84.18,-2,0.41,0.109,22.34,335,5.199999809,20.92,0.0022,0.38,51.5,"Temperate",0.301
"57","Plot57","FIA",32.84,-83.62,-2.02,0.434,0.263,19.91,302,5.599999905,23.76,0.0028,0.41,67.2,"Temperate",0.171
"58","Plot58","FIA",33.36,-82.12,-2.6,0.808,0.105,17.13,329,5.300000191,19.49,0.0027,0.24,27,"Temperate",0.703
"59","Plot59","FIA",32.72,-83.54,-3.55,0.658,0.109,20.2,306,5.300000191,19.83,0.0022,0.47,38.75,"Temperate",0.549
"60","Plot60","FIA",32.87,-84.29,-2.02,0.268,0.034,21.06,324,5.599999905,22.05,0.002,0.43,52.2,"Temperate",0.234
"61","Plot61","FIA",32.99,-84.39,-2.2,0.199,0.047,19.87,323,5.599999905,21.05,0.0017,0.42,67.2,"Temperate",0.152
"62","Plot62","FIA",33.4,-82.61,-2.41,0.281,0.105,16.82,321,5.599999905,22.52,0.0031,0.42,70.2,"Temperate",0.176
"63","Plot63","FIA",32.78,-82.94,-1.33,0.08,0.005,19.81,327,5.199999809,21.38,0.0025,0.56,69.25,"Temperate",0.075
"64","Plot64","FIA",33.91,-82.88,-3.67,0.487,0.021,16.72,305,6.099999905,20.83,0.0029,0.44,55.2,"Temperate",0.466
"65","Plot65","FIA",33.04,-83.22,-1.65,0.438,0.055,17.75,303,5.5,19.6,0.0031,0.46,44.5,"Temperate",0.383
"66","Plot66","FIA",33.98,-82.79,-0.89,0.327,0.205,16.29,302,6.099999905,20.88,0.0033,0.51,64,"Temperate",0.122
"67","Plot67","FIA",34.24,-83.39,-1.15,0.161,0.073,14.04,324,5.599999905,22.9,0.0031,0.52,54.5,"Temperate",0.088
"68","Plot68","FIA",34.3,-84.22,-1.02,0.179,0.096,16.02,332,5.599999905,23.65,0.0028,0.33,69.75,"Temperate",0.083
"69","Plot69","FIA",34.43,-83.18,-1.99,0.576,0.005,13.06,335,5.599999905,25.53,0.0025,0.5,53.2,"Temperate",0.571
"70","Plot70","FIA",33.68,-84.59,-1.33,0.259,0.045,17.38,313,5.599999905,20.43,0.0037,0.43,66,"Temperate",0.214
"71","Plot71","FIA",34.43,-83.91,-2.74,0.309,0.02,14.5,339,5.599999905,23.84,0.0017,0.44,89,"Temperate",0.289
"72","Plot72","FIA",34.22,-83.29,-1.15,0.205,0.171,14.24,322,5.599999905,21.12,0.0021,0.52,89.5,"Temperate",0.034
"73","Plot73","FIA",33.64,-83.81,-2.38,0.478,0.064,16.26,310,5.300000191,22.72,0.0027,0.26,49.25,"Temperate",0.414
"74","Plot74","FIA",33.56,-83.85,-3.17,0.548,0.067,16.6,310,5.599999905,19.8,0.0034,0.4,89,"Temperate",0.481
"75","Plot75","FIA",34.07,-84.76,-1.97,0.198,0.072,17.66,319,5.5,21.38,0.0013,0.28,67,"Temperate",0.126
"76","Plot76","FIA",33.97,-85.06,-2.51,0.104,0.026,17.97,331,5.199999809,20.43,0.0016,0.37,48,"Temperate",0.078
"77","Plot77","FIA",33.77,-84.75,-1.64,0.298,0.022,18.13,319,4.699999809,22.04,0.0023,0.43,75.4,"Temperate",0.276
"78","Plot78","FIA",33.62,-84.9,-2.23,0.222,0.136,17.97,325,5.599999905,23.06,0.0024,0.41,68.25,"Temperate",0.086
"79","Plot79","FIA",34.52,-85.11,-1.51,0.564,0.014,16.93,320,4.699999809,22.96,0.0027,0.37,65.5,"Temperate",0.55
"80","Plot80","FIA",34.78,-84.49,-3.37,0.608,0.017,14.05,372,5.400000095,33.75,0.0027,0.36,88,"Temperate",0.591
"81","Plot81","FIA",34.63,-84.3,-1.26,0.161,0.094,14.18,371,5.400000095,30.25,0.0026,0.33,57.25,"Temperate",0.067
"82","Plot82","FIA",34.74,-84.44,-1.42,0.357,0.065,14.33,365,5.400000095,25.29,0.0036,0.36,52,"Temperate",0.292
"83","Plot83","FIA",34.65,-84.36,-0.9,0.073,0.061,14.35,369,5.400000095,28.52,0.003,0.47,90.5,"Temperate",0.012
"84","Plot84","FIA",34.62,-84.26,-0.52,0.247,0.222,13.69,380,5.300000191,32.85,0.0043,0.35,65.5,"Temperate",0.025
"85","Plot85","FIA",34.86,-84.69,-2.82,0.29,0.022,13.94,376,5.300000191,44.03,0.0029,0.53,101.25,"Temperate",0.268
"86","Plot86","FIA",34.5,-84.59,-1.25,0.142,0.003,16.05,339,5.400000095,21.79,0.0042,0.54,82.4,"Temperate",0.139
"87","Plot87","FIA",34.92,-83.53,-3.42,0.25,0.006,10.47,420,5.400000095,32.11,0.0023,0.39,50.4,"Temperate",0.244
"88","Plot88","FIA",34.98,-83.46,-2.03,0.362,0.152,10.09,436,5.300000191,37.27,0.0027,0.33,68,"Temperate",0.21
"89","Plot89","FIA",34.87,-83.65,-1.92,0.595,0.027,10.38,458,5.300000191,69.37,0.0025,0.35,82.6,"Temperate",0.568
"90","Plot90","FIA",34.96,-83.29,-0.59,0.103,0.091,9.48,472,5.400000095,50.95,0.0027,0.4,67,"Temperate",0.012
"91","Plot91","FIA",34.91,-83.92,-0.98,0.078,0.059,12.75,394,5.300000191,40.3,0.0021,0.36,78.5,"Temperate",0.019
"92","Plot92","FIA",34.71,-84.07,-3.95,0.441,0.089,13.28,375,5.300000191,29.73,0.0029,0.37,86.2,"Temperate",0.352
"93","Plot93","FIA",34.9,-83.82,-1.33,0.046,0.015,11.51,420,5.300000191,48.12,0.0029,0.44,104.2,"Temperate",0.031
"94","Plot94","FIA",34.63,-85.47,-1.53,0.203,0.065,16.3,346,5.199999809,30.07,0.0016,0.36,49.4,"Temperate",0.138
"95","Plot95","FIA",34.86,-85.39,-2.63,0.521,0.202,15.96,345,5.199999809,31.24,0.0036,0.33,94.4,"Temperate",0.319
"96","Plot96","FIA",34.88,-85.4,-2.06,0.206,0.026,16,346,4.900000095,31.18,0.0022,0.5,105,"Temperate",0.18
"97","Plot97","FIA",34.69,-83.85,-2.08,0.387,0.174,12.55,374,5.599999905,32.76,0.0043,0.45,76.4,"Temperate",0.213
"98","Plot98","FIA",34.8,-84.96,-3.02,0.348,0.013,14.86,332,5,24.27,0.0026,0.39,93.25,"Temperate",0.335
"99","Plot99","FIA",34.28,-84.53,-2.07,0.226,0.022,16.87,332,5.400000095,25.49,0.0019,0.4,65.4,"Temperate",0.204
"100","Plot100","FIA",34.7,-85.52,-2.43,0.5,0.044,16.67,338,5.199999809,28.03,0.0031,0.32,72,"Temperate",0.456
"101","Plot101","FIA",34.67,-85.53,-2.29,0.307,0.059,16.34,346,7.199999809,28.52,0.0023,0.32,61.5,"Temperate",0.248
"102","Plot102","FIA",34.83,-85.53,-2.07,0.179,0.044,17.04,324,4.900000095,21.75,0.0023,0.3,53,"Temperate",0.135
"103","Plot103","FIA",34.43,-84.13,-1.55,0.496,0.196,15.11,344,5.099999905,24.77,0.0028,0.42,81.2,"Temperate",0.3
"104","Plot104","FIA",37.17,-83.36,-1.95,0.334,0.099,12.07,335,8.5,28.5,0.0027,0.44,47.75,"Temperate",0.235
"105","Plot105","FIA",37.89,-82.53,-2.41,0.427,0.017,15.53,335,5.300000191,28.82,0.0033,0.36,62.75,"Temperate",0.41
"106","Plot106","FIA",37.17,-83.2,-2.13,0.248,0.165,11.57,332,8.5,28.62,0.0026,0.55,69.25,"Temperate",0.083
"107","Plot107","FIA",36.74,-83.2,-1.82,0.171,0.003,11.68,337,5,37.15,0.0011,0.44,66,"Temperate",0.168
"108","Plot108","FIA",37.75,-83.24,-3.45,0.336,0.018,15.68,329,7.400000095,27.61,0.0023,0.36,52.25,"Temperate",0.318
"109","Plot109","FIA",37.88,-83.37,-2.74,0.163,0.109,17.26,336,6.5,24.03,0.0025,0.47,81.75,"Temperate",0.054
"110","Plot110","FIA",37.41,-83.73,-3.15,0.477,0.011,13.9,332,4.800000191,28.18,0.0031,0.41,53,"Temperate",0.466
"111","Plot111","FIA",36.86,-84.26,-1.65,0.236,0.032,11.76,327,8.600000381,31.53,0.0014,0.26,42.5,"Temperate",0.204
"112","Plot112","FIA",37.1,-83.86,-1.06,0.395,0.183,13.52,330,5.300000191,27.33,0.0014,0.57,54.5,"Temperate",0.212
"113","Plot113","FIA",39.05,-84.53,-0.55,0.308,0.551,16.65,299,6,25.36,0.0021,0.37,67.75,"Temperate",-0.243
"114","Plot114","FIA",39.11,-84.75,-0.76,0.044,0.093,17.22,297,6.300000191,26.49,0.0033,0.45,72.5,"Temperate",-0.049
"115","Plot115","FIA",36.73,-84.86,-2.22,0.367,0.026,11.59,343,5.300000191,28.1,0.0024,0.33,59,"Temperate",0.341
"116","Plot116","FIA",36.89,-85.32,-2.42,0.291,0,12.65,338,6.300000191,26.48,0.003,0.43,74,"Temperate",0.291
"117","Plot117","FIA",37.93,-85.88,-1.32,0.233,0.072,14.75,306,5.599999905,24.65,0.0025,0.45,86.25,"Temperate",0.161
"118","Plot118","FIA",37.02,-88.1,-1.82,0.294,0.02,14.95,296,6.599999905,23.86,0.0018,0.48,50.5,"Temperate",0.274
"119","Plot119","FIA",36.71,-88.05,-1.61,0.21,0.044,13.8,301,5.300000191,27.27,0.002,0.3,70.5,"Temperate",0.166
"120","Plot120","FIA",45.56,-67.67,-0.26,0.036,0.147,10.66,269,7.800000191,46.6,0.0024,0.25,98.5,"Temperate",-0.111
"121","Plot121","FIA",46.43,-68.64,-0.57,0.033,0.028,19.37,290,4.800000191,51.87,0.0026,0.35,114.5,"Temperate",0.005
"122","Plot122","FIA",47.12,-69,-1.3,0.263,0.145,17.81,311,5,67.66,0.0018,0.37,76.5,"Temperate",0.118
"123","Plot123","FIA",47.1,-69.56,-1.09,0.096,0.087,19.13,340,5,66.17,0.0021,0.19,75.5,"Temperate",0.00900000000000001
"124","Plot124","FIA",45.86,-68.1,-2.93,0.203,0.038,12.29,286,4.900000095,54.91,0.0016,0.31,98.5,"Temperate",0.165
"125","Plot125","FIA",45.1,-68.72,-0.57,0.087,0.122,11.19,277,5.099999905,49.27,0.0021,0.31,70.5,"Temperate",-0.035
"126","Plot126","FIA",46.25,-68.53,-1.13,0.185,0.138,17.54,294,4.900000095,46.44,0.0032,0.42,85.5,"Temperate",0.047
"127","Plot127","FIA",44.72,-69.06,-0.96,0.077,0.034,11.63,272,5,46.88,0.0017,0.42,73.5,"Temperate",0.043
"128","Plot128","FIA",45.35,-68.07,-2.34,0.325,0.098,10.37,270,4.800000191,48.43,0.003,0.37,74.5,"Temperate",0.227
"129","Plot129","FIA",45.63,-68.77,-1.79,0.162,0.049,13.08,295,5,46.99,0.0044,0.4,147.5,"Temperate",0.113
"130","Plot130","FIA",45.93,-68.53,-1.05,0.16,0.141,13.67,291,4.800000191,50.71,0.0043,0.46,111.5,"Temperate",0.019
"131","Plot131","FIA",45.94,-68.71,-1.32,0.1,0.027,15.55,298,5,50.01,0.0018,0.39,111.5,"Temperate",0.073
"132","Plot132","FIA",44.89,-68.33,-2.03,0.284,0.095,11.13,267,4.800000191,42.15,0.0022,0.47,85.5,"Temperate",0.189
"133","Plot133","FIA",44.31,-68.37,-1.19,0.084,0.065,18.55,265,4.699999809,66.68,0.0033,0.34,122.5,"Temperate",0.019
"134","Plot134","FIA",45.82,-69.13,-1.02,0.165,0.156,16.49,308,4.900000095,69.03,0.0032,0.34,81.5,"Temperate",0.00900000000000001
"135","Plot135","FIA",46.01,-68.89,-2.52,0.122,0.038,16.98,311,4.900000095,58.3,0.0019,0.32,58.5,"Temperate",0.084
"136","Plot136","FIA",46.27,-68.88,-1.12,0.079,0.066,18.47,302,4.800000191,48.98,0.0034,0.32,100.5,"Temperate",0.013
"137","Plot137","FIA",44.04,-69.1,-1.63,0.239,0.123,16.43,248,5.300000191,64.93,0.0021,0.26,65.5,"Temperate",0.116
"138","Plot138","FIA",44,-69.69,-1.72,0.183,0.034,12.68,253,5.099999905,52.04,0.0044,0.33,83.5,"Temperate",0.149
"139","Plot139","FIA",45.12,-69.84,-1.97,0.085,0.041,13.73,302,4.800000191,56.2,0.0033,0.32,96.5,"Temperate",0.044
"140","Plot140","FIA",45.2,-69.99,-2.37,0.128,0.025,16.07,294,4.800000191,61.14,0.0022,0.4,88.5,"Temperate",0.103
"141","Plot141","FIA",44.9,-70.01,-2.09,0.224,0.009,13.01,298,5,54.46,0.0021,0.32,68.5,"Temperate",0.215
"142","Plot142","FIA",44.89,-69.98,-0.93,0.092,0.115,12.74,300,5,50.92,0.0041,0.42,81.5,"Temperate",-0.023
"143","Plot143","FIA",45.42,-70.26,-3.43,0.213,0.063,14.92,329,8.199999809,86.72,0.0031,0.29,85.5,"Temperate",0.15
"144","Plot144","FIA",44.04,-70.05,-1.53,0.282,0.102,12.07,257,5.099999905,51.65,0.0034,0.23,56.5,"Temperate",0.18
"145","Plot145","FIA",43.38,-70.93,-3.81,0.327,0.024,11.92,266,5.099999905,46.04,0.0034,0.34,61.5,"Temperate",0.303
"146","Plot146","FIA",43.19,-70.7,-2.88,0.206,0.029,12.44,255,4.800000191,57.62,0.0028,0.32,68.5,"Temperate",0.177
"147","Plot147","FIA",44.66,-70.77,-1.59,0.141,0.072,16.45,285,4.900000095,51.01,0.0039,0.42,91.5,"Temperate",0.069
"148","Plot148","FIA",45.2,-71.01,-1.6,0.244,0.121,15.2,366,4.800000191,76.42,0.0018,0.21,55.5,"Temperate",0.123
"149","Plot149","FIA",44.74,-71.01,-0.95,0.02,0.042,20.82,292,4.900000095,66.41,0.0034,0.32,96.5,"Temperate",-0.022
"150","Plot150","FIA",44.72,-70.59,-0.54,0.062,0.105,13.57,317,4.900000095,75.6,0.0016,0.32,61.5,"Temperate",-0.043
"151","Plot151","FIA",44.81,-70.72,-0.73,0.082,0.081,13.4,341,4.599999905,86.09,0.0033,0.33,94.5,"Temperate",0.001
"152","Plot152","FIA",45.16,-70.3,-1.67,0.211,0.054,14.15,308,7,92.68,0.0039,0.49,77.5,"Temperate",0.157
"153","Plot153","FIA",45.32,-70.72,-1.11,0.114,0.098,14.28,362,7.599999905,95.58,0.0025,0.41,78.5,"Temperate",0.016
"154","Plot154","FIA",45.33,-70.78,-0.98,0.155,0.136,15.3,352,7,84.01,0.0029,0.38,79.5,"Temperate",0.019
"155","Plot155","FIA",44.87,-70.56,-1.37,0.086,0.062,13.11,330,7,80.36,0.003,0.44,87.5,"Temperate",0.024
"156","Plot156","FIA",44.81,-70.35,-1.54,0.132,0.013,12.18,292,5,51.16,0.0025,0.52,66.5,"Temperate",0.119
"157","Plot157","FIA",35.46,-77.06,-3.48,1.087,0.025,23.4,427,4.599999905,24.79,0.0026,0.32,89,"Temperate",1.062
"158","Plot158","FIA",35.68,-76.84,-1.7,0.185,0,22.46,413,5.199999809,31.62,0.0029,0.37,88.75,"Temperate",0.185
"159","Plot159","FIA",35.22,-76.67,-1.78,0.22,0.025,23.45,447,4.599999905,55.64,0.0032,0.34,119.25,"Temperate",0.195
"160","Plot160","FIA",34.87,-76.87,-2.28,0.453,0.071,24.46,455,6.5,38.48,0.0029,0.22,88.75,"Temperate",0.382
"161","Plot161","FIA",35.63,-76.06,-2.73,0.657,0.06,20.03,421,5.5,100.26,0.0045,0.59,76.75,"Temperate",0.597
"162","Plot162","FIA",35.35,-79.83,-2.94,1.053,0.057,15.14,348,5.199999809,21.55,0.0042,0.41,57,"Temperate",0.996
"163","Plot163","FIA",35.62,-79.98,-3.66,0.45,0.082,12.59,328,5.400000095,18.29,0.0031,0.41,86,"Temperate",0.368
"164","Plot164","FIA",35.17,-80.23,-0.63,0.223,0.292,15.16,340,4.900000095,19.17,0.0027,0.3,65.75,"Temperate",-0.069
"165","Plot165","FIA",36.38,-79.17,-2.16,0.241,0.077,10.64,316,5.900000095,21.38,0.0024,0.28,72.5,"Temperate",0.164
"166","Plot166","FIA",35.7,-82.27,-1.72,0.255,0.078,9.62,397,5.400000095,65.57,0.0028,0.58,64,"Temperate",0.177
"167","Plot167","FIA",35.01,-83.49,-0.89,0.097,0.077,9.72,494,5.400000095,77.3,0.0043,0.48,116.75,"Temperate",0.02
"168","Plot168","FIA",36.24,-81.71,-1.43,0.126,0.035,10.86,361,5.400000095,64.27,0.0032,0.34,56.5,"Temperate",0.091
"169","Plot169","FIA",36.16,-81.51,-1.92,1.09,0.04,9.89,333,5.199999809,30.79,0.0029,0.36,57.5,"Temperate",1.05
"170","Plot170","FIA",36.23,-81.45,-0.91,0.255,0.234,10.45,350,5.199999809,33.03,0.0038,0.31,68,"Temperate",0.021
"171","Plot171","FIA",35.78,-82.29,-1.18,0.58,0.262,10.33,381,5.400000095,63.93,0.0063,0.45,104,"Temperate",0.318
"172","Plot172","FIA",35.47,-82.69,-2.29,0.375,0.016,10.23,372,5.199999809,39.04,0.0026,0.44,121.25,"Temperate",0.359
"173","Plot173","FIA",35.63,-81.77,-1.69,0.196,0.005,8.89,341,5.199999809,38.84,0.0024,0.56,99,"Temperate",0.191
"174","Plot174","FIA",35.77,-81.61,-2.31,0.37,0.059,8.93,325,5.5,25.01,0.0025,0.42,54.25,"Temperate",0.311
"175","Plot175","FIA",35.68,-81.66,-2.3,0.334,0.027,8.83,334,5.199999809,29.43,0.0033,0.42,70.5,"Temperate",0.307
"176","Plot176","FIA",35.97,-81.72,-2.1,0.544,0.062,9.45,336,5.199999809,31.72,0.0033,0.42,75,"Temperate",0.482
"177","Plot177","FIA",35.1,-83.82,-2.81,0.716,0.031,12.35,413,4.900000095,46.86,0.0022,0.38,58.5,"Temperate",0.685
"178","Plot178","FIA",36.41,-81.04,-3.25,0.377,0.014,11.05,322,5.199999809,40.81,0.0033,0.36,74.5,"Temperate",0.363
"179","Plot179","FIA",35.38,-83.78,-1.89,0.171,0.088,11.2,443,5.099999905,67.98,0.0017,0.28,69.25,"Temperate",0.083
"180","Plot180","FIA",35.42,-83.98,-1.15,0.666,0.082,12.55,418,5.099999905,48.72,0.0049,0.54,92.5,"Temperate",0.584
"181","Plot181","FIA",35.39,-82.96,-1.64,0.297,0.03,8.73,470,5.400000095,72.26,0.0026,0.44,85,"Temperate",0.267
"182","Plot182","FIA",35.36,-82.92,-1.93,0.131,0.064,9.16,432,5.400000095,61.56,0.0052,0.54,76,"Temperate",0.067
"183","Plot183","FIA",36.44,-81.47,-3.35,0.596,0.036,10.63,346,5.400000095,50.08,0.0029,0.38,41.75,"Temperate",0.56
"184","Plot184","FIA",36.36,-81.54,-1.85,0.639,0.134,10.74,350,5.199999809,38.9,0.0026,0.44,63.75,"Temperate",0.505
"185","Plot185","FIA",40.53,-76.58,-1.72,0.393,0.065,15.27,321,4.5,45.79,0.0031,0.47,86.5,"Temperate",0.328
"186","Plot186","FIA",40.41,-76.79,-0.96,0.181,0.132,14.36,296,4.5,49.27,0.002,0.42,90.75,"Temperate",0.049
"187","Plot187","FIA",40.05,-79.33,-1.86,0.394,0.032,13.41,333,5.400000095,55.59,0.0041,0.42,66.75,"Temperate",0.362
"188","Plot188","FIA",40.88,-79.46,-2.71,0.267,0.052,17.88,322,5,34.42,0.0018,0.38,61.75,"Temperate",0.215
"189","Plot189","FIA",40.69,-78.85,-1.98,0.372,0.017,14.91,327,4.5,48.18,0.0037,0.35,96,"Temperate",0.355
"190","Plot190","FIA",41.83,-77.72,-1.02,0.128,0.076,21.51,307,5.300000191,54.68,0.0022,0.29,75.75,"Temperate",0.052
"191","Plot191","FIA",41.48,-77.72,-2.71,0.36,0.073,19.85,315,4.5,50.3,0.0035,0.55,107.5,"Temperate",0.287
"192","Plot192","FIA",41.92,-78.12,-3.88,0.353,0.021,23.1,317,5.199999809,53.69,0.003,0.38,91.75,"Temperate",0.332
"193","Plot193","FIA",41.51,-77.64,-2.59,0.251,0.049,20.4,316,4.5,54.13,0.0025,0.3,99.5,"Temperate",0.202
